구분,기업명,분류,시도
1364,주식회사 칠성에프앤비,중소기업,인천
1365,카프자동차정비㈜,중소기업,충남
1366,주식회사 컴트리,중소기업,서울
1367,컴포지션,중소기업,서울
1368,케이. 엘. 이. 에스㈜,중소기업,대전
1369,주식회사 케이시스,중소기업,부산
1370,㈜케이쓰리아이,중소기업,대전
1371,㈜케이씨푸드,중소기업,충북
1372,(주)케이아이디엔,중소기업,서울
1373,주식회사 케이에스씨,중소기업,경남
1374,(주)케이팩,중소기업,충북
1375,코리아식품 주식회사,중소기업,경기
1376,㈜코세스가드,중소기업,서울
1377,㈜퀸-아트,중소기업,경기
1378,크린관리㈜,중소기업,대전
1379,큰우리요양병원,중소기업,대전
1380,주식회사 탑에코,중소기업,경기
1381,㈜태극안경,중소기업,대전
1382,㈜태서식품,중소기업,강원
1383,터보만 주식회사,중소기업,충북
1384,테크노와이시스템주식회사,중소기업,충북
1385,테크빌교육㈜,중소기업,서울
1386,주식회사 토탈에스이엠시스템,중소기업,서울
1387,주식회사 투네이처,중소기업,경기
1388,㈜트렉스타,중소기업,부산
1389,㈜티맥스데이터,중소기업,경기
1390,㈜티맥스소프트,중소기업,경기
1391,주식회사 티볼리씨앤씨,중소기업,서울
1392,페더럴익스프레스코리아 유한회사,중소기업,서울
1393,(주)포스텔,중소기업,충남
1394,㈜포원시스템,중소기업,경북
1395,주식회사 폴인브레드,중소기업,경기
1396,퓨어만 주식회사,중소기업,충북
1397,주식회사 퓨어시스,중소기업,대전
1398,플랜브이 주식회사,중소기업,서울
1399,주식회사 플루시스,중소기업,부산
1400,㈜피닉스아이앤씨,중소기업,경기
1401,피씨엘㈜,중소기업,서울
1402,하남종합시멘트㈜,중소기업,세종
1403,농업회사법인 주식회사 하린식품,중소기업,전남
1404,주식회사 하얀보석,중소기업,전북
1405,㈜한교통상,중소기업,서울
1406,㈜한국비엠에스,중소기업,대전
1407,㈜한국심미치과기공소,중소기업,대전
1408,에스아이오티 주식회사,중소기업,대구
1409,한국자산관리협동조합,중소기업,서울
1410,한국플로우서브,중소기업,충남
1411,㈜한라공업,중소기업,경남
1412,㈜한솔인텍,중소기업,부산
1413,㈜한신기업,중소기업,경기
1414,해동엔지니어링,중소기업,부산
1415,㈜해인홀딩스,중소기업,부산
1416,현대엔지니어링㈜,중소기업,경남
1417,㈜현민화이바,중소기업,부산
1418,㈜협성그룹,중소기업,경기
1419,혜인전기㈜,중소기업,충북
1420,㈜홀리랜드테크놀러지,중소기업,인천
1421,㈜홈페이지코리아,중소기업,서울
1422,화성테크㈜,중소기업,경기
1423,주식회사 화인폰,중소기업,서울
1424,주식회사 휴먼정보,중소기업,대전
1425,㈜희송지오텍,중소기업,경기
1426,강원도 고성군청,공공기관,강원
1427,강원도 삼척시청,공공기관,강원
1428,강원도 속초시청,공공기관,강원
1429,강원도 양양군청,공공기관,강원
1430,강원도 철원군청,공공기관,강원
1431,강원도 춘천시청,공공기관,강원
1432,강원도 태백시청,공공기관,강원
1433,거제해양관광개발공사,공공기관,경남
1434,경기도 가평군청,공공기관,경기
1435,경기도 안성시청,공공기관,경기
1436,경기도시공사,공공기관,경기
1437,경기평택항만공사,공공기관,경기
1438,경상남도개발공사,공공기관,경남
1439,경상남도 밀양시청,공공기관,경남
1440,경상남도 창원시청,공공기관,경남
1441,경상남도 함양군청,공공기관,경남
1442,경상남도 합천군청,공공기관,경남
1443,경상북도 경산시청,공공기관,경북
1444,경상북도 경주시청,공공기관,경북
1445,경상북도 김천시청,공공기관,경북
1446,경상북도 상주시청,공공기관,경북
1447,경상북도 성주군청,공공기관,경북
1448,경상북도 영천시청,공공기관,경북
1449,경상북도 칠곡군청,공공기관,경북
1450,(재)경상북도여성정책개발원,공공기관,경북
1451,고용노동부,공공기관,세종
1452,공군종합보급창,공공기관,대구
1453,과천시시설관리공단,공공기관,경기
1454,관세청,공공기관,대전
1455,광주도시관리공사,공공기관,경기
1456,광주환경공단,공공기관,광주
1457,교육부,공공기관,세종
1458,국토교통과학기술진흥원,공공기관,경기
1459,금천구시설관리공단,공공기관,서울
1460,김해시도시개발공사,공공기관,경남
1461,단양관광관리공단,공공기관,충북
1462,달성군시설관리공단,공공기관,대구
1463,대구광역시 달성군청,공공기관,대구
1464,대구광역시 북구청,공공기관,대구
1465,대구광역시 수성구청,공공기관,대구
1466,대구시설공단,공공기관,대구
1467,재단법인대구디지털산업진흥원,공공기관,대구
1468,대구도시공사,공공기관,대구
1469,대구신용보증재단,공공기관,대구
1470,재단법인 대구여성가족재단,공공기관,대구
1471,재단법인 대구청소년지원재단,공공기관,대구
1472,(재)대구테크노파크,공공기관,대구
1473,대구환경공단,공공기관,대구
1474,대전도시공사,공공기관,대전
1475,대한무역투자진흥공사,공공기관,서울
1476,대한석탄공사,공공기관,강원
1477,독립기념관,공공기관,충남
1478,방송통신위원회,공공기관,경기
1479,법무부,공공기관,경기
1480,법제처,공공기관,세종
1481,병무청,공공기관,대전
1482,(재)부산경제진흥원,공공기관,부산
1483,부산관광공사,공공기관,부산
1484,부산광역시기장군도시관리공단,공공기관,부산
1485,부산세관,공공기관,부산
1486,부산의료원,공공기관,부산
1487,부여군시설관리공단,공공기관,충남
1488,서울특별시 관악구청,공공기관,서울
1489,서울특별시 광진구청,공공기관,서울
1490,서울특별시 구로구청,공공기관,서울
1491,서울특별시 도봉구청,공공기관,서울
1492,서울특별시 양천구청,공공기관,서울
1493,서울특별시 영등포구청,공공기관,서울
1494,서울특별시 용산구청,공공기관,서울
1495,서울특별시강남구도시관리공단,공공기관,서울
1496,서울특별시강북구도시관리공단,공공기관,서울
1497,서울특별시도봉구시설관리공단,공공기관,서울
1498,서울특별시성동구도시관리공단,공공기관,서울
1499,서울특별시송파구시설관리공단,공공기관,서울
1500,서울특별시중구시설관리공단,공공기관,서울
1501,성신여자대학교,공공기관,서울
1502,소상공인시장진흥공단,공공기관,대전
1503,속초시시설관리공단,공공기관,강원
1504,수도권매립지관리공사,공공기관,인천
1505,식품의약품안전처,공공기관,충북
1506,(재)신용보증재단중앙회,공공기관,대전
1507,아산시시설관리공단,공공기관,충남
1508,양천구시설관리공단,공공기관,서울
1509,여성가족부,공공기관,서울
1510,연구개발특구진흥재단,공공기관,대전
1511,외교부,공공기관,서울
1512,용인도시공사,공공기관,경기
1513,(재)우체국물류지원단,공공기관,서울
1514,울산과학기술원,공공기관,울산
1515,울산광역시 북구청,공공기관,울산
1516,울산광역시교육청,공공기관,울산
1517,울산광역시청,공공기관,울산
1518,인천관광공사,공공기관,인천
1519,인천광역시 미추홀구시설관리공단,공공기관,인천
1520,인천교통공사,공공기관,인천
1521,인천글로벌캠퍼스운영재단법인,공공기관,인천
1522,인천도시공사,공공기관,인천
1523,인천지방조달청,공공기관,인천
1524,인천환경공단,공공기관,인천
1525,전라남도 담양군청,공공기관,전남
1526,전라남도 무안군청,공공기관,전남
1527,전라남도 완도군청,공공기관,전남
1528,전라남도 화순군청,공공기관,전남
1529,전라북도 남원시청,공공기관,전북
1530,전라북도 무주군청,공공기관,전북
1531,전라북도 임실군청,공공기관,전북
1532,전라북도 정읍시청,공공기관,전북
1533,전북대학교병원,공공기관,전북
1534,정보통신기술진흥센터,공공기관,대전
1535,제주관광공사,공공기관,제주
1536,제주권역재활병원,공공기관,제주
1537,제주에너지공사,공공기관,제주
1538,재단법인 제주지역사업평가단,공공기관,제주
1539,제주특별자치도서귀포의료원,공공기관,제주
1540,조달청,공공기관,대전
1541,중소기업기술정보진흥원,공공기관,대전
1542,중소벤처기업부,공공기관,대전
1543,창녕군시설관리공단,공공기관,경남
1544,창원시설공단,공공기관,경남
1545,청주시시설관리공단,공공기관,충북
1546,충북여성새로일하기지원본부,공공기관,충북
1547,충청남도 공주시청,공공기관,충남
1548,충청남도 부여군청,공공기관,충남
1549,충청남도 예산군청,공공기관,충남
1550,학교법인 한국폴리텍,공공기관,인천
1551,한국개발연구원,공공기관,세종
1552,한국고용정보원,공공기관,충북
1553,한국광해관리공단,공공기관,강원
1554,한국교육과정평가원,공공기관,서울
1555,한국기계연구원 부설 재료연구소,공공기관,대전
1556,한국문학번역원,공공기관,서울
1557,한국발명진흥회,공공기관,서울
1558,한국벤처투자㈜,공공기관,서울
1559,한국사회적기업진흥원,공공기관,경기
1560,한국산업기술시험원,공공기관,경남
1561,한국산업기술진흥원,공공기관,서울
1562,한국세라믹기술원,공공기관,경남
1563,한국수산자원관리공단,공공기관,부산
1564,재단법인 한국스마트그리드사업단,공공기관,서울
1565,한국식품연구원,공공기관,경기
1566,한국양성평등교육진흥원,공공기관,서울
1567,재단법인 한국여성인권진흥원,공공기관,서울
1568,한국원자력연구원,공공기관,대전
1569,한국잡월드,공공기관,경기
1570,한국지식재산보호원,공공기관,서울
1571,한국지식재산연구원,공공기관,서울
1572,재단법인 한국특허전략개발원,공공기관,서울
1573,한국지역정보개발원,공공기관,서울
1574,한국철도기술연구원,공공기관,경기
1575,재단법인 한국특허정보원,공공기관,대전
1576,재단법인 한국특허정보원 특허정보진흥센터,공공기관,대전
1577,한국항공우주연구원,공공기관,대전
1578,해양수산과학기술진흥원,공공기관,서울
1579,한국환경산업기술원,공공기관,서울
1580,한국환경정책 평가연구원,공공기관,세종
1581,함안지방공사,공공기관,경남
1582,(의료)길의료재단,대기업,인천
1583,(주)동명기술공단종합건축사사무소,대기업,경기
1584,(주)선진엔지니어링종합건축사사무소,대기업,경기
1585,(주)씨제이텔레닉스,대기업,서울
1586,(주)아이디스,대기업,대전
1587,(주)에이디티캡스,대기업,서울
1588,(주)이베이코리아,대기업,서울
1589,(주)정림건축종합건축사사무소,대기업,서울
1590,(주)정식품,대기업,충북
1591,(주)코스모코스,대기업,인천
1592,(주)포스코플랜텍,대기업,경북
1593,(주)한국인삼공사,대기업,대전
1594,(주)한국종합기술,대기업,경기
1595,(주)희림종합건축사사무소,대기업,서울
1596,계명대학교동산의료원,대기업,대구
1597,공항철도 주식회사,대기업,인천
1598,교보핫트랙스(주),대기업,경기
1599,대보건설(주),대기업,경기
1600,대상 주식회사,대기업,서울
1601,대원제약(주),대기업,서울
1602,대한전선(주),대기업,경기
1603,동아쏘시오홀딩스(주),대기업,서울
1604,동일고무벨트 주식회사,대기업,부산
1605,롯데글로벌로지스(주),대기업,서울
1606,롯데상사(주)롯데스카이힐C.C.,대기업,경남
1607,롯데쇼핑(주)H&B,대기업,서울
1608,롯데첨단소재(주),대기업,경기
1609,무림피앤피 주식회사,대기업,울산
1610,보그워너피디에스오창 주식회사,대기업,충북
1611,수협은행,대기업,서울
1612,에이비엘생명보험(주),대기업,서울
1613,에이아이지손해보험 주식회사,대기업,서울
1614,엘아이지넥스원(주),대기업,경기
1615,영진약품 주식회사,대기업,서울
1616,유한회사 알지피코리아,대기업,서울
1617,은산해운항공(주),대기업,부산
1618,인지에이엠티 주식회사,대기업,충남
1619,주식회사 글락소스미스클라인컨슈머헬스케어코리아,대기업,서울
1620,주식회사 디알비동일,대기업,부산
1621,주식회사 디케이서비스,대기업,제주
1622,주식회사 마이비,대기업,부산
1623,주식회사 에이티세미콘,대기업,충북
1624,주식회사 연우,대기업,인천
1625,주식회사 위메프,대기업,서울
1626,주식회사 유신,대기업,서울
1627,주식회사 카카오게임즈,대기업,경기
1628,주식회사 케이피에프,대기업,충북
1629,코스맥스(주),대기업,경기
1630,코오롱글로텍 주식회사,대기업,경기
1631,코오롱엘에스아이 주식회사,대기업,경기
1632,프라임에셋(주),대기업,서울
1633,한국무라타전자 주식회사,대기업,서울
1634,한국암웨이(주),대기업,서울
1635,한국에자이 주식회사,대기업,서울
1636,한일네트웍스 주식회사,대기업,서울
1637,한화생명보험(주),대기업,서울
1638,현대차투자증권 주식회사,대기업,서울
1639,현대파워텍 주식회사,대기업,충남
1640,(유)성보,중소기업,전북
1641,(유)씨앤투영,중소기업,전북
1642,(유)원산업,중소기업,전북
1643,(유)종로과학상사,중소기업,서울
1644,(유)지에스더블유,중소기업,전북
1645,(유)천연담아,중소기업,전북
1646,(유)호남관리,중소기업,전남
1647,(주)EG테크,중소기업,전남
1648,(주)강산매니지먼트,중소기업,대전
1649,(주)건영제과,중소기업,충북
1650,(주)건인씨엔알,중소기업,서울
1651,(주)그린제약,중소기업,충북
1652,(주)길종합건축사사무소이엔지,중소기업,전북
1653,(주)나래정보통신,중소기업,충남
1654,(주)나온웍스,중소기업,서울
1655,(주)네비웍스,중소기업,경기
1656,(주)네오텍,중소기업,충남
1657,(주)넥서스커뮤니티,중소기업,서울
1658,(주)넥스트칩,중소기업,경기
1659,(주)넷맨,중소기업,대구
1660,(주)노바바스,중소기업,충남
1661,(주)노하우정보통신,중소기업,서울
1662,(주)다럼앤바이오,중소기업,강원
1663,(주)다현테크,중소기업,경남
1664,(주)대덕개발,중소기업,대전
1665,(주)대덕종합이엔지,중소기업,충남
1666,(주)대륙금속,중소기업,경기
1667,(주)대성기업개발,중소기업,충남
1668,(주)대송,중소기업,서울
1669,(주)대용,중소기업,울산
1670,(주)대종종합관리,중소기업,대전
1671,(주)대진,중소기업,인천
1672,(주)대청산업개발,중소기업,충북
1673,(주)대한특수한지,중소기업,전북
1674,(주)대현하이텍,중소기업,충북
1675,(주)대호안전관리공사,중소기업,광주
1676,(주)동구바이오제약,중소기업,서울
1677,(주)동부그린환경,중소기업,전남
1678,(주)동성모터스,중소기업,부산
1679,(주)동신비티엠,중소기업,대전
1680,(주)동양기획,중소기업,경기
1681,(주)동화특수강,중소기업,경기
1682,(주)두비원,중소기업,충남
1683,(주)두성기술,중소기업,부산
1684,(주)두원전기소방,중소기업,충북
1685,(주)두일이앤씨,중소기업,전남
1686,(주)디바이스이엔지,중소기업,충남
1687,(주)디앤디기술,중소기업,서울
1688,(주)디앤엠솔루션즈,중소기업,경기
1689,(주)디엔에프,중소기업,대전
1690,(주)디엘정보기술,중소기업,충북
1691,(주)디엠티,중소기업,대전
1692,(주)디지,중소기업,충남
1693,(주)레디코리아,중소기업,서울
1694,(주)마이스테이션,중소기업,부산
1695,(주)마크로케어,중소기업,충북
1696,(주)명성에프엠씨,중소기업,경기
1697,(주)무영종합건축사사무소,중소기업,서울
1698,(주)무호반도체,중소기업,서울
1699,(주)미광화학,중소기업,부산
1700,(주)미도산업,중소기업,대전
1701,(주)미래이앤지,중소기업,충북
1702,(주)바비,중소기업,서울
1703,(주)보람,중소기업,충남
1704,(주)볼빅,중소기업,서울
1705,(주)비.엠.씨,중소기업,경기
1706,(주)비즈엠알오,중소기업,서울
1707,(주)삼성여행사,중소기업,대구
1708,(주)삼원에스컴,중소기업,대구
1709,(주)삼화,중소기업,경남
1710,(주)상록위드인,중소기업,전북
1711,(주)서비스월드,중소기업,경기
1712,(주)서우벤딩,중소기업,전북
1713,(주)서원기술,중소기업,세종
1714,(주)서진종합관리,중소기업,대전
1715,(주)선일아이엔티,중소기업,인천
1716,(주)성림에코산업,중소기업,충남
1717,(주)세림하이텍,중소기업,경기
1718,(주)세연,중소기업,세종
1719,(주)세종이십일,중소기업,충남
1720,(주)세종이엔씨,중소기업,충남
1721,(주)수산씨엠씨,중소기업,서울
1722,(주)스마트시스텍,중소기업,대전
1723,(주)스마트큐브,중소기업,서울
1724,(주)스위트케이,중소기업,경기
1725,(주)스트로마그코리아,중소기업,대전
1726,(주)스페이스솔루션,중소기업,대전
1727,(주)시스턴,중소기업,충남
1728,(주)식스시그마디비,중소기업,대전
1729,(주)신광,중소기업,경북
1730,(주)신성미네랄,중소기업,충북
1731,(주)신신사,중소기업,경남
1732,(주)신우엔지니어링,중소기업,경남
1733,(주)신한종합건축사사무소,중소기업,서울
1734,(주)싸이크로스,중소기업,서울
1735,(주)쓰리지테크놀러지,중소기업,충북
1736,(주)씨넥스존,중소기업,서울
1737,(주)씨앤에스,중소기업,대전
1738,(주)씨앤티,중소기업,충남
1739,(주)씨피에스,중소기업,광주
1740,(주)아로코스메틱,중소기업,서울
1741,(주)아리바이오,중소기업,경기
1742,(주)아스템즈,중소기업,서울
1743,(주)아이비젼,중소기업,전남
1744,(주)아이씨에스,중소기업,울산
1745,(주)아이엔제이,중소기업,충북
1746,(주)아이엠글로벌,중소기업,인천
1747,(주)아이와즈,중소기업,대전
1748,(주)아이템베이,중소기업,서울
1749,(주)아이티엠코퍼레이션건축사사무소,중소기업,서울
1750,(주)아이티코리아,중소기업,충남
1751,(주)애드민,중소기업,서울
1752,(주)에그,중소기업,부산
1753,(주)에넥스트,중소기업,부산
1754,(주)에스알포스트,중소기업,서울
1755,(주)에스코리아,중소기업,서울
1756,(주)에스큐브아이,중소기업,서울
1757,(주)에이로,중소기업,부산
1758,(주)에이치씨인포,중소기업,서울
1759,(주)에이치와이스타일,중소기업,서울
1760,(주)에이치케이피,중소기업,충남
1761,(주)에코매스,중소기업,인천
1762,(주)에코텍,중소기업,울산
1763,(주)엑스트림컨테이너,중소기업,부산
1764,(주)엘리비젼,중소기업,인천
1765,(주)엘리트렌탈,중소기업,서울
1766,(주)엘센,중소기업,대전
1767,(주)엘에스케이글로벌파마서비스,중소기업,서울
1768,(주)엘케이매니지먼트,중소기업,충남
1769,(주)엠서클,중소기업,서울
1770,(주)엠씨엠,중소기업,충북
1771,(주)여민,중소기업,경기
1772,(주)연승약품,중소기업,서울
1773,(주)열림정보기술,중소기업,서울
1774,(주)열심히커뮤니케이션즈,중소기업,서울
1775,(주)영창정보기술,중소기업,충북
1776,(주)예인디자인그룹,중소기업,충북
1777,(주)오성이엔지서비스,중소기업,인천
1778,(주)온리정보통신,중소기업,서울
1779,(주)우리환경,중소기업,경남
1780,(주)우진M&D,중소기업,인천
1781,(주)원,중소기업,서울
1782,(주)원창,중소기업,전남
1783,(주)월드그린,중소기업,충북
1784,(주)위세아이텍,중소기업,경기
1785,(주)유나,중소기업,대전
1786,(주)유니텍바이오산업,중소기업,충북
1787,(주)유명,중소기업,충북
1788,(주)유비에어,중소기업,서울
1789,(주)유비쿼터스통신,중소기업,전북
1790,(주)유원플렛폼,중소기업,대전
1791,(주)은성산업,중소기업,경기
1792,(주)이노시뮬레이션,중소기업,서울
1793,(주)이디엠에듀케이션,중소기업,서울
1794,(주)이에스비코리아,중소기업,경기
1795,(주)이엠넷,중소기업,서울
1796,(주)이오시스템,중소기업,인천
1797,(주)인수,중소기업,충남
1798,(주)인텍,중소기업,전북
1799,(주)일신오토클레이브,중소기업,대전
1800,(주)일신이앤씨,중소기업,강원
1801,(주)자연머금,중소기업,전북
1802,(주)장수산업,중소기업,서울
1803,(주)정원커머스,중소기업,세종
1804,(주)제네스,중소기업,대전
1805,(주)제스엔지니어링,중소기업,서울
1806,(주)제이앤디힐링뮤직,중소기업,경기
1807,(주)제이엠커리어,중소기업,서울
1808,(주)종합건축사사무소 동일건축,중소기업,서울
1809,(주)종합건축사사무소그룹예성,중소기업,서울
1810,(주)좋은사람들,중소기업,서울
1811,(주)좋은세상,중소기업,충북
1812,(주)좋은세상,중소기업,강원
1813,(주)지성정보통신,중소기업,충남
1814,(주)지엔씨에너지,중소기업,서울
1815,(주)지엔티,중소기업,경남
1816,(주)지엔피링크,중소기업,서울
1817,(주)진매트릭스,중소기업,경기
1818,(주)창대피엔비,중소기업,전남
1819,(주)천안돌봄사회서비스센터,중소기업,충남
1820,(주)천일콘크리트,중소기업,충남
1821,(주)천지콘텍,중소기업,충남
1822,(주)청옥,중소기업,경북
1823,(주)청우물류,중소기업,대구
1824,(주)칼리온,중소기업,대전
1825,(주)커리어스타,중소기업,대구
1826,(주)케이비티,중소기업,인천
1827,(주)케이제이메디텍,중소기업,광주
1828,(주)케이지엔지니어링종합건축사사무소,중소기업,경기
1829,(주)켐스코,중소기업,경기
1830,주식회사 코리아리서치인터내셔널,중소기업,서울
1831,(주)코리아트리즈,중소기업,부산
1832,(주)코리아환경산업,중소기업,대전
1833,(주)코스모앤컴퍼니,중소기업,서울
1834,(주)코엠에스,중소기업,충북
1835,(주)콘포테크,중소기업,경기
1836,(주)크릭앤리버엔터테인먼트,중소기업,서울
1837,(주)크린엔조이,중소기업,대전
1838,(주)크린포시스템,중소기업,대구
1839,(주)태경식품,중소기업,충북
1840,(주)태영윈,중소기업,충북
1841,(주)태원에이엠,중소기업,서울
1842,(주)터보소프트,중소기업,충북
1843,(주)텐마인즈,중소기업,서울
1844,(주)토문엔지니어링건축사사무소,중소기업,서울
1845,(주)투비소프트,중소기업,서울
1846,(주)트라이포드,중소기업,대전
1847,(주)트래콘건설,중소기업,경기
1848,(주)티앤디소프트,중소기업,경기
1849,(주)티앤이코리아,중소기업,대전
1850,(주)티에스티,중소기업,대전
1851,(주)팬톤에이디,중소기업,서울
1852,(주)포티스,중소기업,경기
1853,(주)풍림푸드,중소기업,충북
1854,(주)퓨처아이스,중소기업,전남
1855,(주)프론텍,중소기업,경기
1856,(주)플레이스엠,중소기업,서울
1857,(주)플립커뮤니케이션즈,중소기업,서울
1858,(주)피스월드,중소기업,서울
1859,(주)피앤씨,중소기업,경기
1860,(주)하늘물빛정원,중소기업,충남
1861,(주)하이모,중소기업,서울
1862,(주)하이트론씨스템즈,중소기업,경기
1863,(주)한국관리시스템,중소기업,대전
1864,(주)한국엔텍,중소기업,대전
1865,(주)한국이엔이,중소기업,서울
1866,(주)한다,중소기업,경기
1867,(주)한도,중소기업,충남
1868,(주)한밭기업,중소기업,대전
1869,(주)한얼누리,중소기업,충북
1870,(주)한우리열린교육,중소기업,서울
1871,(주)한울아이엔씨,중소기업,대전
1872,(주)한일종합상사,중소기업,대전
1873,(주)행복담은네모,중소기업,충북
1874,(주)헬리코리아,중소기업,대전
1875,(주)현대관리공사,중소기업,대전
1876,(주)현대에스디아이,중소기업,부산
1877,(주)화신산업,중소기업,경남
1878,(주)화인시스템,중소기업,충북
1879,(주)휴먼시스,중소기업,대전
1880,(주)휴먼앤휴먼,중소기업,대전
1881,(주)휴먼케어,중소기업,충북
1882,(주)휴엔,중소기업,전남
1883,6형제바둑(주),중소기업,경기
1884,SG스포츠,중소기업,인천
1885,SMDV,중소기업,부산
1886,가나안전자정밀(주),중소기업,인천
1887,가온하우징,중소기업,충남
1888,개미인력개발(주),중소기업,충남
1889,거성인더스트리(주),중소기업,충남
1890,경원벤딩공업사,중소기업,경남
1891,경제정공,중소기업,인천
1892,경주바른이치과,중소기업,경북
1893,광명테크,중소기업,경기
1894,국도특장,중소기업,전북
1895,국일철강(주),중소기업,전북
1896,굿모닝백이안과의원,중소기업,부산
1897,그린코스 주식회사,중소기업,경기
1898,극동에치팜 (주),중소기업,충남
1899,글로리아교육재단 주식회사,중소기업,서울
1900,글로리아항공 주식회사,중소기업,서울
1901,금강정공,중소기업,충남
1902,금덕펌프산업(주),중소기업,경기
1903,기득산업(주),중소기업,경남
1904,길연종합관리(주),중소기업,부산
1905,김안과의원,중소기업,충북
1906,나노조명,중소기업,인천
1907,남양몰드(주),중소기업,경북
1908,내추럴초이스(주),중소기업,충남
1909,노무법인 명장,중소기업,충북
1910,놀뫼인삼영농조합법인,중소기업,충남
1911,농가애 주식회사,중소기업,충남
1912,농업회사법인 (주)다비육종,중소기업,경기
1913,농업회사법인 (주)화산,중소기업,전북
1914,농업회사법인 녹색흑염소(주),중소기업,전남
1915,농업회사법인 에스에스바이오팜 주식회사,중소기업,충남
1916,농업회사법인 웰팜넷주식회사,중소기업,경기
1917,농업회사법인 조선왕가 주식회사,중소기업,경기
1918,농업회사법인 주식회사 가고파힐링푸드,중소기업,경남
1919,농업회사법인 주식회사 가든클래식스,중소기업,전남
1920,농업회사법인 주식회사 꽃가람,중소기업,전북
1921,농업회사법인 주식회사 보성특수농산,중소기업,전남
1922,농업회사법인 주식회사 이마스터에이,중소기업,전북
1923,농업회사법인 주식회사 장산,중소기업,충남
1924,농업회사법인 주식회사 청정농장,중소기업,전북
1925,농업회사법인 초록나무 주식회사,중소기업,경기
1926,농업회사법인 토마스푸드 주식회사,중소기업,충남
1927,농업회사법인 현농 주식회사,중소기업,경기
1928,농업회사법인 회오리유한회사,중소기업,충북
1929,다인비엠씨주식회사,중소기업,대전
1930,대명아이티에스(주),중소기업,서울
1931,대성오토,중소기업,경기
1932,대신네트웍스 주식회사,중소기업,대전
1933,대양디아이(주),중소기업,서울
1934,대일물산,중소기업,충북
1935,대전열병합발전 주식회사,중소기업,대전
1936,대한공조(주),중소기업,경기
1937,대홍코스텍 주식회사,중소기업,대구
1938,더맑은환경컨설팅,중소기업,부산
1939,더원기술(주),중소기업,강원
1940,더원케미칼인터내셔널(주),중소기업,경기
1941,더이레츠,중소기업,서울
1942,동국성신(주),중소기업,인천
1943,주식회사 금빛,중소기업,경기
1944,동아전기공업(주),중소기업,부산
1945,동유 주식회사,중소기업,대전
1946,동호산업(주),중소기업,충남
1947,디에스지엔 주식회사,중소기업,서울
1948,디엔비하우징주식회사,중소기업,대전
1949,디자인펜슬,중소기업,충북
1950,떡도리,중소기업,충북
1951,라온컨벤션 주식회사,중소기업,대전
1952,리봄화장품 주식회사,중소기업,세종
1953,링크마인드,중소기업,부산
1954,마린전자상사,중소기업,부산
1955,마이크로닉시스템(주),중소기업,대전
1956,메가넥스트 주식회사,중소기업,서울
1957,메디포스트(주),중소기업,경기
1958,명랑시대외식청년창업협동조합,중소기업,대전
1959,명우네오텍 주식회사,중소기업,충남
1960,보문 주식회사,중소기업,대전
1961,보은용사촌 주식회사 경산육가공사업소,중소기업,경북
1962,부경기업,중소기업,경기
1963,부광정밀,중소기업,경기
1964,부산일보(주),중소기업,부산
1965,비비씨 주식회사,중소기업,대전
1966,빅시스템즈 주식회사,중소기업,경남
1967,산전정밀(주),중소기업,충북
1968,삼성산업관리(주),중소기업,충북
1969,삼우티이에스 주식회사,중소기업,부산
1970,삼정리맨(주),중소기업,경기
1971,삼정오토미션,중소기업,경기
1972,삼주외식산업(주),중소기업,대전
1973,삼현산업개발(주),중소기업,전남
1974,삼흥기업(주),중소기업,대전
1975,상동산업(주),중소기업,인천
1976,상록비엠 주식회사,중소기업,대전
1977,새서울산업(주),중소기업,서울
1978,서보산업(주),중소기업,충북
1979,서울시스템(주),중소기업,서울
1980,서일개발(주),중소기업,서울
1981,서천한산식품,중소기업,충남
1982,선두전자(주),중소기업,서울
1983,선일기업(주),중소기업,대전
1984,성남판지(주),중소기업,충남
1985,성도하이텍 주식회사,중소기업,경북
1986,성산테크(주),중소기업,충북
1987,세광식품(주),중소기업,경기
1988,세종주택관리(주),중소기업,충북
1989,세진SR,중소기업,경기
1990,승일미디어그룹 주식회사,중소기업,대전
1991,시나종합관리 주식회사,중소기업,대전
1992,신광화학공업(주),중소기업,경남
1993,신기술 주식회사,중소기업,대전
1994,신대정식품,중소기업,충남
1995,신명유아이 주식회사,중소기업,전남
1996,신성종합건축사사무소(주),중소기업,충북
1997,신풍산업 주식회사,중소기업,충북
1998,실내환경연구소 주식회사,중소기업,부산
1999,실력산업(주),중소기업,경기
2000,씨엔로봇(주),중소기업,대전
2001,아디다스,중소기업,광주
2002,아이다움(주),중소기업,서울
2003,아이씨씨(주),중소기업,대전
2004,안성의료복지사회적협동조합,중소기업,경기
2005,안흥도깨비식품,중소기업,강원
2006,알앤비시스템 (주),중소기업,전남
2007,에버그린텍(주),중소기업,충남
2008,에스엔팩 주식회사,중소기업,충남
2009,에스정보통신(주),중소기업,대구
2010,에이비프로 주식회사,중소기업,서울
2011,에이스시설관리 주식회사,중소기업,서울
2012,에임시스템(주),중소기업,경기
2013,에프엠파트너 주식회사,중소기업,서울
2014,엠티엠옵틱스 주식회사,중소기업,충북
2015,엠티코리아(주),중소기업,부산
2016,연수중공업(유),중소기업,충남
2017,영농조합법인 한꿀팜스원,중소기업,대전
2018,영동씨푸드(주),중소기업,경기
2019,영림임업(주),중소기업,인천
2020,예스티엠(주),중소기업,서울
