구분,기업명,분류,시도
2668,에스케이엔카닷컴(주),대기업,서울
2669,에이치디씨신라면세점(주),대기업,서울
2670,에프앤유신용정보(주),대기업,서울
2671,엔에이치엔고도(주),대기업,서울
2672,주식회사 대교씨엔에스,대기업,서울
2673,주식회사 시큐아이,대기업,서울
2674,주식회사 얀센백신,대기업,인천
2675,주식회사 이랜드리테일,대기업,서울
2676,주식회사 티몬,대기업,서울
2677,주식회사 현대드림투어,대기업,서울
2678,지에스건설(주),대기업,서울
2679,케이티하이텔 주식회사,대기업,서울
2680,한겨레신문(주),대기업,서울
2681,한국먼디파마 유한회사,대기업,서울
2682,한국존슨앤드존슨판매(유),대기업,서울
2683,한국허벌라이프(주),대기업,서울
2684,한미약품(주),대기업,경기
2685,효성중공업(주),대기업,서울
2686,효성첨단소재(주),대기업,서울
2687,(유)목포신도DigitalOA,중소기업,전남
2688,(주)가디언넷,중소기업,서울
2689,(주)가비아,중소기업,경기
2690,(주)건양기술공사건축사사무소,중소기업,충북
2691,(주)건축사사무소광장,중소기업,경기
2692,(주)경동엔지니어링,중소기업,충남
2693,(주)경성리츠,중소기업,부산
2694,(주)경성엠티,중소기업,경남
2695,(주)고려아카데미컨설팅,중소기업,서울
2696,(주)고려티티알,중소기업,부산
2697,(주)광주요,중소기업,경기
2698,(주)교동식품,중소기업,충북
2699,(주)기업능력개발교육원,중소기업,세종
2700,(주)나노헬릭스,중소기업,대전
2701,(주)내자인,중소기업,서울
2702,(주)넥스틴,중소기업,경기
2703,(주)넬슨스포츠,중소기업,경기
2704,(주)다미화학,중소기업,서울
2705,(주)다비오,중소기업,서울
2706,(주)다산컨설턴트,중소기업,경북
2707,(주)단에이앤씨 종합건축사사무소,중소기업,인천
2708,(주)대림테크,중소기업,경기
2709,(주)대명콘스텍,중소기업,충북
2710,(주)대양엔지니어링,중소기업,경남
2711,(주)대영엔지니어링,중소기업,경남
2712,(주)대흥푸드,중소기업,인천
2713,(주)더부엔지니어링,중소기업,서울
2714,(주)덕원종합건설,중소기업,경남
2715,(주)덕진섬유,중소기업,대구
2716,(주)도남엔지니어링,중소기업,인천
2717,(주)도야지식품,중소기업,대구
2718,(주)도원엔지니어링건축사사무소,중소기업,대전
2719,(주)동림식품,중소기업,서울
2720,(주)동방종합건설건축사사무소,중소기업,대전
2721,(주)동서엔지니어링,중소기업,강원
2722,(주)동성엔지니어링,중소기업,경북
2723,(주)동아위드,중소기업,부산
2724,(주)동우이앤씨,중소기업,경북
2725,(주)동현엔지니어링,중소기업,세종
2726,(주)디지탈씨오에스,중소기업,서울
2727,(주)디지털,중소기업,충남
2728,(주)라셀르,중소기업,경기
2729,(주)라피네컬렉션,중소기업,서울
2730,(주)레드팟,중소기업,경기
2731,(주)레인보우커뮤니케이션,중소기업,서울
2732,(주)로이체,중소기업,충북
2733,(주)로하스테크,중소기업,대전
2734,(주)릴라이언스,중소기업,전북
2735,(주)마드레수산,중소기업,부산
2736,(주)마인드엘리베이션,중소기업,대구
2737,(주)멘퍼스,중소기업,광주
2738,(주)문다소,중소기업,경기
2739,(주)미가온푸드,중소기업,충남
2740,(주)미래기술단,중소기업,강원
2741,(주)미쓰윤,중소기업,서울
2742,(주)바이오에스텍,중소기업,충북
2743,(주)바이오프랜즈,중소기업,대전
2744,(주)범씨엠 건축사사무소,중소기업,서울
2745,(주)보듬,중소기업,충북
2746,(주)본시스,중소기업,충북
2747,(주)브레인MRO,중소기업,충남
2748,(주)블렌트,중소기업,서울
2749,(주)비스텔,중소기업,서울
2750,(주)비젼사이언스,중소기업,경북
2751,(주)산업공해연구소,중소기업,서울
2752,(주)삼진정밀,중소기업,대전
2753,(주)상지엔지니어링건축사사무소,중소기업,부산
2754,(주)석보유통,중소기업,경기
2755,(주)선영종합엔지니어링,중소기업,경기
2756,(주)세광종합기술단,중소기업,서울
2757,(주)세븐지엔씨,중소기업,서울
2758,(주)세일종합기술공사,중소기업,충남
2759,(주)세진햇김,중소기업,전남
2760,(주)세컨그라운드,중소기업,대전
2761,(주)셀메이트,중소기업,서울
2762,(주)소리대장간,중소기업,대전
2763,(주)수호경영연구원,중소기업,대전
2764,(주)시스원,중소기업,서울
2765,(주)신티에스,중소기업,서울
2766,(주)신화엔지니어링종합건축사사무소,중소기업,대전
2767,(주)신화티엔에스,중소기업,경기
2768,(주)심네트,중소기업,대전
2769,(주)쏘일테크엔지니어링,중소기업,경기
2770,(주)씨에스아이시스템즈,중소기업,서울
2771,(주)씨에스코리아,중소기업,경기
2772,(주)아라기술,중소기업,경북
2773,(주)아시안타이거즈 트랜스팩,중소기업,서울
2774,(주)아이디노,중소기업,부산
2775,(주)아이제이에스,중소기업,경북
2776,(주)아이티시,중소기업,대전
2777,(주)아이티에스비,중소기업,세종
2778,(주)아인스에스엔씨,중소기업,제주
2779,(주)알투비,중소기업,대전
2780,(주)알투컴,중소기업,서울
2781,(주)알파홀딩스,중소기업,경기
2782,(주)애니파이브,중소기업,서울
2783,(주)애드엑스포코리아,중소기업,서울
2784,(주)애드캡슐소프트,중소기업,서울
2785,(주)액션테크,중소기업,경기
2786,(주)어울림디자인,중소기업,대전
2787,(주)에스아이케이,중소기업,경기
2788,(주)에스엠하이텍,중소기업,경기
2789,(주)에스제이링크,중소기업,서울
2790,(주)에스티엠,중소기업,충북
2791,(주)에어사운드,중소기업,대전
2792,(주)에이스텍,중소기업,충북
2793,(주)에이텍티앤,중소기업,경기
2794,(주)에이티에스 진천,중소기업,충북
2795,(주)에이피케이어플킹,중소기업,서울
2796,(주)에프에이모스트,중소기업,서울
2797,(주)엔엠에스,중소기업,충북
2798,(주)엘씨구조시스템,중소기업,경북
2799,(주)엘이테크,중소기업,대전
2800,(주)엘트로닉스,중소기업,경기
2801,(주)엠씨,중소기업,서울
2802,(주)엠이에스티,중소기업,경남
2803,(주)엠지스포츠,중소기업,경기
2804,(주)엠텍정보,중소기업,광주
2805,(주)영남엘이디라이팅,중소기업,대구
2806,(주)영화키스톤건축사사무소,중소기업,서울
2807,(주)예평이앤씨,중소기업,서울
2808,(주)온더시스,중소기업,대전
2809,(주)우보종합전기,중소기업,대전
2810,(주)원앤씨,중소기업,경기
2811,(주)월드김영사,중소기업,서울
2812,(주)위놉스,중소기업,제주
2813,(주)위드공감,중소기업,경기
2814,(주)유라클,중소기업,서울
2815,(주)유신건축종합건축사사무소,중소기업,경기
2816,(주)유신플랜테크,중소기업,서울
2817,(주)유쎌,중소기업,전북
2818,(주)유엠아이,중소기업,대전
2819,(주)유영제약,중소기업,충북
2820,(주)유일엔지니어링종합건축사사무소,중소기업,경기
2821,(주)유컴패니온,중소기업,서울
2822,(주)유탑엔지니어링건축사사무소,중소기업,전남
2823,(주)이드엠,중소기업,광주
2824,(주)이랑텍,중소기업,경기
2825,(주)이앤엠테크,중소기업,충남
2826,(주)이에이치지,중소기업,광주
2827,(주)이엠스타,중소기업,서울
2828,(주)이음이엔지,중소기업,충북
2829,(주)이지지오,중소기업,부산
2830,(주)인사이드잡,중소기업,서울
2831,(주)인픽스,중소기업,서울
2832,(주)인해건설,중소기업,대전
2833,(주)장원리싸이클,중소기업,경기
2834,(주)정엔지니어링,중소기업,강원
2835,(주)제이씨원,중소기업,서울
2836,(주)제일,중소기업,대전
2837,(주)제타뱅크,중소기업,서울
2838,(주)조이라이프,중소기업,부산
2839,(주)종합건축사사무소가람건축,중소기업,서울
2840,(주)주노에프에이,중소기업,경기
2841,(주)쥬비스다이어트,중소기업,서울
2842,(주)지엠티,중소기업,경기
2843,(주)지오그린21,중소기업,서울
2844,(주)지오정보통신,중소기업,대전
2845,(주)천일,중소기업,서울
2846,(주)천일건축엔지니어링종합건축사사무소,중소기업,서울
2847,(주)청룡수산,중소기업,제주
2848,(주)체리쉬,중소기업,경기
2849,주식회사 코아트,중소기업,부산
2850,(주)컨트롤유니온코리아,중소기업,서울
2851,(주)케미탑,중소기업,충북
2852,(주)케이엠에스,중소기업,경기
2853,(주)코아스,중소기업,서울
2854,(주)쿠키아,중소기업,전남
2855,(주)쿡앱스,중소기업,경기
2856,(주)클래게임즈,중소기업,서울
2857,(주)태광개발,중소기업,서울
2858,(주)태광실업,중소기업,대전
2859,(주)태조엔지니어링,중소기업,서울
2860,(주)테스트테크,중소기업,충북
2861,(주)토펙엔지니어링건축사사무소,중소기업,제주
2862,(주)투이컨설팅,중소기업,서울
2863,(주)트랜드메카,중소기업,서울
2864,(주)티이엔,중소기업,충북
2865,(주)펨코엔지니어링건축사사무소,중소기업,서울
2866,(주)펫박스,중소기업,대전
2867,(주)평화고속관광,중소기업,대구
2868,(주)푸드웰,중소기업,대구
2869,(주)푸른농산,중소기업,경남
2870,(주)피에스테크,중소기업,경기
2871,(주)필라넷,중소기업,서울
2872,(주)하인스,중소기업,인천
2873,(주)하하푸드,중소기업,충북
2874,(주)한국종합건축사사무소,중소기업,서울
2875,(주)한국펄프,중소기업,충북
2876,(주)한국항만기술단,중소기업,서울
2877,(주)한글로벌컨버전스,중소기업,서울
2878,(주)한웅,중소기업,경기
2879,(주)한일식품,중소기업,경남
2880,(주)항도엔지니어링,중소기업,전북
2881,(주)헤드원컴퍼니,중소기업,서울
2882,(주)현우이엔씨,중소기업,세종
2883,(주)혜인이엔씨,중소기업,경남
2884,(주)훈민아이티,중소기업,세종
2885,(주)이가에이씨엠건축사사무소,중소기업,경북
2886,(주)휴먼텍코리아엔지니어링건축사사무소,중소기업,서울
2887,THE LASER,중소기업,충북
2888,가가자동차해체재활용산업,중소기업,충북
2889,가오약품,중소기업,대전
2890,감미화미용학원,중소기업,경남
2891,건영테크 주식회사,중소기업,경남
2892,경림산업(주),중소기업,제주
2893,경성약품(주),중소기업,대전
2894,고모텍(주),중소기업,경남
2895,고운세상김양제피부과의원,중소기업,부산
2896,광현시스템,중소기업,전북
2897,국제자동차정비공업사,중소기업,세종
2898,글로벌스퀘어 주식회사,중소기업,대전
2899,김병준 레다스 흉부외과의원,중소기업,부산
2900,꼬까참새,중소기업,경남
2901,나무애그림 주식회사,중소기업,전남
2902,나이프코리아(주),중소기업,인천
2903,나이프플러스(주),중소기업,인천
2904,네이처코스텍 주식회사,중소기업,충북
2905,넵코어스 주식회사,중소기업,대전
2906,노드정보기술(주),중소기업,서울
2907,노블레스피부과의원,중소기업,부산
2908,농업회사법인 써니빌 주식회사,중소기업,충남
2909,농업회사법인 주식회사 거인식품,중소기업,경북
2910,농업회사법인 태호농산주식회사,중소기업,충남
2911,다산기공(주),중소기업,전북
2912,다산조명,중소기업,충북
2913,닥터하스킨 주식회사,중소기업,대전
2914,대경기술 주식회사,중소기업,부산
2915,대도식품,중소기업,충북
2916,대동테크,중소기업,경북
2917,대륙식품(주),중소기업,전남
2918,대림종합개발(주),중소기업,충북
2919,대신네트웍스 주식회사,중소기업,충북
2920,대신네트웍스 주식회사,중소기업,충북
2921,대신네트웍스(주),중소기업,충북
2922,대원정보통신 주식회사,중소기업,충남
2923,대전광역시 동네빵집협동조합,중소기업,대전
2924,대한폴리텍(주),중소기업,경기
2925,더웰,중소기업,부산
2926,덕산정보통신(주),중소기업,인천
2927,동성테크 주식회사,중소기업,충남
2928,동일유리(주),중소기업,충북
2929,동환산업(주),중소기업,경남
2930,두방산업 주식회사,중소기업,경남
2931,디비밸리(주),중소기업,울산
2932,래어달메디컬코리아(유),중소기업,서울
2933,리녹스 주식회사,중소기업,부산
2934,리무진 닷컴,중소기업,경기
2935,마루젠키친프라자 주식회사,중소기업,경기
2936,매인에너지아(주),중소기업,대전
2937,메드니스 주식회사,중소기업,서울
2938,명전바이오 주식회사,중소기업,충북
2939,미래로21병원,중소기업,광주
2940,베이비뉴스 주식회사,중소기업,서울
2941,비제이푸드 유한회사 농업회사법인,중소기업,강원
2942,비즈(주),중소기업,대전
2943,뽀삐,중소기업,경남
2944,산업안전관리(주),중소기업,울산
2945,삼우기연(주),중소기업,충북
2946,삼우엔지니어링,중소기업,충북
2947,삼호정밀,중소기업,부산
2948,삼화텔콤,중소기업,부산
2949,새움기획,중소기업,서울
2950,선일물산(주),중소기업,전남
2951,성림첨단산업(주),중소기업,대구
2952,성산환경 주식회사,중소기업,전남
2953,세계식품(주),중소기업,부산
2954,세방전지총판 주식회사,중소기업,제주
2955,세영정보통신(주),중소기업,경북
2956,세준푸드,중소기업,경기
2957,소명기업,중소기업,울산
2958,솔젠트(주),중소기업,대전
2959,송림그라픽스,중소기업,전남
2960,송림기술(주),중소기업,서울
2961,수일종합환경(주),중소기업,부산
2962,수테크,중소기업,대구
2963,스튜디오씨드코리아 주식회사,중소기업,서울
2964,신기산업(주),중소기업,충남
2965,신용썬테크 주식회사,중소기업,충북
2966,아방데코,중소기업,경기
2967,아이로드(주),중소기업,세종
2968,아콘소프트 주식회사,중소기업,서울
2969,알에스테크(주),중소기업,충북
2970,에이피에너지 주식회사,중소기업,대전
2971,앤시정보기술 주식회사,중소기업,부산
2972,어깨동무 협동조합,중소기업,충북
2973,어업회사법인 신안새우젓 주식회사,중소기업,전남
2974,업싸이클 창작기술 협동조합,중소기업,충북
2975,에비뉴 주식회사,중소기업,전남
2976,에스씨에스프로 주식회사,중소기업,서울
2977,에스제이데이타 주식회사,중소기업,충북
2978,에스지티,중소기업,경남
2979,에스큐엔지니어링(주),중소기업,서울
2980,에이스이노텍(주),중소기업,대구
2981,효원HM,중소기업,부산
2982,에이치원종합기술,중소기업,울산
2983,엔비노드 주식회사,중소기업,경기
2984,엠디그린의원,중소기업,경기
2985,엠에스캠핑 주식회사,중소기업,경기
2986,엠제이 주식회사,중소기업,제주
2987,영농조합법인 부김농산,중소기업,전북
2988,㈜영우,중소기업,경기
2989,온,중소기업,충남
2990,와이즈브로 유한회사,중소기업,서울
2991,유진지오 주식회사,중소기업,대전
2992,유한회사 일마니,중소기업,전남
2993,이노라이즈컴퍼니,중소기업,경기
2994,이성씨엔아이 주식회사,중소기업,부산
2995,이원구조 엔지니어링,중소기업,경기
2996,일진인터내셔날 주식회사,중소기업,인천
2997,쟈베스코리아전자 (주),중소기업,서울
2998,정화실업(주),중소기업,대구
2999,제이비씨씨(주),중소기업,경기
3000,제이엘,중소기업,대구
3001,제이지비퍼블릭,중소기업,서울
3002,제일산업(주),중소기업,경북
3003,제일전기공업(주),중소기업,부산
3004,주식회사 612어학원,중소기업,경기
3005,주식회사 강순의명가,중소기업,전남
3006,주식회사 거성이엔씨,중소기업,충북
3007,주식회사 건일,중소기업,경기
3008,주식회사 건주,중소기업,충북
3009,주식회사 경동이엔지,중소기업,대구
3010,주식회사 경신산업,중소기업,경기
3011,주식회사 공팔리터,중소기업,서울
3012,주식회사 국도특장,중소기업,전북
3013,주식회사 그린씨에스,중소기업,대전
3014,주식회사 글로벌엠피에스,중소기업,강원
3015,주식회사 글로벌코딩연구소,중소기업,경남
3016,주식회사 금강전기,중소기업,제주
3017,주식회사 금성화학,중소기업,충북
3018,주식회사 금하테크,중소기업,광주
3019,주식회사 꿈그리다,중소기업,인천
3020,주식회사 꿈비,중소기업,대전
3021,주식회사 나노인터페이스 테크놀로지,중소기업,경기
3022,주식회사 나누미,중소기업,부산
3023,주식회사 나눔뜰,중소기업,세종
3024,주식회사 나래푸드텍,중소기업,경기
3025,주식회사 네스앤텍,중소기업,대전
3026,주식회사 네오프로브,중소기업,대전
3027,주식회사 농우,중소기업,인천
3028,주식회사 늘푸른바다,중소기업,부산
3029,주식회사 다산에너지,중소기업,대전
3030,주식회사 다스코포레이션,중소기업,서울
3031,주식회사 다우엔티,중소기업,대전
3032,주식회사 다이프로,중소기업,경기
3033,주식회사 대금산업안전,중소기업,경북
3034,주식회사 대보,중소기업,경기
3035,주식회사 대양건설,중소기업,경기
3036,주식회사 대호,중소기업,서울
3037,주식회사 대흥금속,중소기업,충남
3038,주식회사 더 해피트리,중소기업,경북
3039,주식회사 더라이징스타,중소기업,서울
3040,주식회사 도광,중소기업,세종
3041,주식회사 동성아이텍,중소기업,경기
3042,주식회사 드림오토,중소기업,충남
3043,주식회사 디앤티,중소기업,대전
3044,주식회사 디자인플레이,중소기업,제주
3045,주식회사 랑,중소기업,경기
3046,주식회사 레저큐,중소기업,서울
3047,주식회사 마루에프앤씨,중소기업,대전
3048,주식회사 마이크로필터,중소기업,충북
3049,주식회사 마인,중소기업,부산
3050,주식회사 메디팹,중소기업,서울
3051,주식회사 명인,중소기업,충남
3052,주식회사 무계상사,중소기업,경북
3053,주식회사 뭉치,중소기업,제주
3054,주식회사 미래우드,중소기업,전북
3055,주식회사 바다명가,중소기업,전남
3056,주식회사 바론,중소기업,충북
3057,주식회사 백암,중소기업,경기
3058,주식회사 버넥트,중소기업,전남
3059,주식회사 보만코리아,중소기업,전남
3060,주식회사 뷰티클로,중소기업,서울
3061,주식회사 브라이트코리아,중소기업,충남
3062,주식회사 블루렌트카,중소기업,제주
3063,주식회사 비즈엔몰드,중소기업,인천
3064,주식회사 사이드9,중소기업,서울
3065,주식회사 삼마,중소기업,세종
3066,주식회사 삼성이앤에스,중소기업,광주
3067,주식회사 삼양이앤디,중소기업,서울
3068,주식회사 삼오씨엔에스,중소기업,서울
3069,주식회사 삼정솔루션,중소기업,경기
3070,주식회사 삼화테크,중소기업,울산
3071,주식회사 새롬에프티,중소기업,충남
3072,주식회사 서진바이오텍,중소기업,경기
3073,주식회사 석원,중소기업,경북
3074,주식회사 선광이엔지,중소기업,충북
3075,주식회사 선테크,중소기업,경북
3076,주식회사 세미콘테스트,중소기업,충남
3077,주식회사 소유브랜딩,중소기업,전북
3078,주식회사 솔라라이트,중소기업,대구
3079,주식회사 솔루티스,중소기업,서울
3080,주식회사 슈퍼스타아이,중소기업,경기
3081,주식회사 슈프리마,중소기업,경기
3082,주식회사 슈프리마에이치큐,중소기업,경기
3083,주식회사 슈피겐코리아,중소기업,서울
3084,주식회사 스타메드,중소기업,경기
3085,주식회사 스타케이에스티,중소기업,부산
3086,주식회사 스탠더드시험연구소,중소기업,대전
3087,주식회사 스틸코,중소기업,충북
3088,주식회사 시스템아람,중소기업,대전
3089,주식회사 시즈너,중소기업,충북
3090,주식회사 신라시스템,중소기업,대구
3091,주식회사 신성아이씨티,중소기업,경기
3092,주식회사 신세대푸드,중소기업,경기
3093,주식회사 신아티앤씨,중소기업,서울
3094,주식회사 써치엠,중소기업,서울
3095,주식회사 씨브이티,중소기업,서울
3096,주식회사 씨앤제이타올,중소기업,대전
3097,주식회사 씨이피,중소기업,전북
3098,주식회사 씨티케이코스메틱스,중소기업,경기
3099,주식회사 아이넴,중소기업,대전
3100,주식회사 아이엠지,중소기업,경북
3101,주식회사 아이오티플렉스,중소기업,부산
3102,주식회사 아이제이,중소기업,울산
3103,주식회사 아토즈소프트,중소기업,서울
3104,주식회사 에스마루,중소기업,충남
3105,주식회사 에스엠면세점,중소기업,서울
3106,주식회사 에스티에이테스팅컨설팅,중소기업,서울
3107,주식회사 에이스중공업,중소기업,전북
3108,주식회사 에이직랜드,중소기업,경기
3109,주식회사 에이치앤비나인,중소기업,충북
3110,주식회사 에이티앤아이,중소기업,경북
3111,주식회사 에즈웰,중소기업,대전
3112,주식회사 에코센스,중소기업,서울
3113,주식회사 에코케이션,중소기업,경기
3114,주식회사 엑스바엑스,중소기업,서울
3115,주식회사 엑스퍼트컨설팅,중소기업,서울
3116,주식회사 엔티씨,중소기업,경기
3117,주식회사 엘림글로벌,중소기업,경기
3118,주식회사 엘아이씨티,중소기업,경기
3119,주식회사 오리진,중소기업,대전
3120,주식회사 오즈하우스,중소기업,경기
3121,주식회사 오토핸즈,중소기업,서울
3122,주식회사 와트로직,중소기업,서울
3123,주식회사 우리강산시스템,중소기업,서울
3124,주식회사 우리스틸테크판넬,중소기업,세종
3125,주식회사 우성에이스,중소기업,인천
3126,주식회사 원코퍼레이션,중소기업,서울
3127,주식회사 위더스플래닛,중소기업,경기
3128,주식회사 유로보,중소기업,서울
3129,주식회사 유진정보,중소기업,대전
3130,주식회사 유템,중소기업,경기
3131,주식회사 은혜기업,중소기업,광주
3132,주식회사 이노썬,중소기업,경기
3133,주식회사 이디엄,중소기업,서울
3134,주식회사 이앤이켐,중소기업,대전
3135,주식회사 이에이치엠,중소기업,세종
3136,주식회사 이엠,중소기업,전북
3137,주식회사 이플로트,중소기업,충남
3138,주식회사 인유어사이드,중소기업,경기
3139,주식회사 인페쏘,중소기업,인천
3140,주식회사 인피니트헬스케어,중소기업,서울
3141,주식회사 일진저스템,중소기업,경기
3142,주식회사 장민이엔씨,중소기업,서울
3143,주식회사 정석케미칼,중소기업,전북
3144,주식회사 정우물산,중소기업,충남
3145,주식회사 정원이앤티,중소기업,충북
3146,주식회사 정코스메틱,중소기업,충남
3147,주식회사 제이에이치씨,중소기업,충남
3148,주식회사 제이케이테크원,중소기업,경남
3149,주식회사 제주전기자동차서비스,중소기업,제주
3150,주식회사 젠큐릭스,중소기업,서울
3151,주식회사 젠픽스,중소기업,부산
3152,주식회사 주월싱싱봉제사업단,중소기업,광주
3153,주식회사 중앙환경,중소기업,경남
3154,주식회사 지란지교소프트,중소기업,대전
3155,주식회사 지에스티에스,중소기업,경기
3156,주식회사 지엔비,중소기업,경기
3157,주식회사 지엠아이그룹,중소기업,부산
3158,주식회사 지오앤,중소기업,강원
3159,주식회사 지오플랜코리아,중소기업,경기
3160,주식회사 진셀팜,중소기업,서울
3161,주식회사 창경,중소기업,광주
3162,주식회사 철산엔터테인먼트,중소기업,서울
3163,주식회사 청운자원,중소기업,충북
3164,주식회사 청호정밀,중소기업,충남
3165,주식회사 카시모,중소기업,충남
3166,주식회사 카이저솔루션,중소기업,서울
3167,주식회사 케미탑상사,중소기업,충북
3168,주식회사 케이에스팜,중소기업,충남
3169,주식회사 코리아에스디,중소기업,서울
3170,주식회사 코맥스,중소기업,경기
3171,주식회사 코아드,중소기업,경기
3172,주식회사 코아콤,중소기업,충북
3173,주식회사 코이션,중소기업,대전
3174,주식회사 코젠바이오텍,중소기업,서울
3175,주식회사 쿨스,중소기업,부산
3176,주식회사 쿱커피랩,중소기업,경기
3177,주식회사 키스톤에너지,중소기업,부산
3178,주식회사 탑텍,중소기업,경기
3179,주식회사 탑피엔씨,중소기업,충남
3180,주식회사 태평양,중소기업,전북
3181,주식회사 투스라이프,중소기업,경기
3182,주식회사 티디엘,중소기업,광주
3183,주식회사 티비에스파트너스,중소기업,부산
3184,주식회사 티제이씨라이프,중소기업,서울
3185,주식회사 팀엘리시움,중소기업,서울
3186,주식회사 파로스넷,중소기업,경기
3187,주식회사 파운트,중소기업,서울
3188,주식회사 파워토스,중소기업,경기
3189,주식회사 파워풀엑스,중소기업,서울
3190,주식회사 팜월드,중소기업,경기
3191,주식회사 펠리즈코스,중소기업,충북
3192,주식회사 포에스텍,중소기업,인천
3193,주식회사 프라임휴먼텍,중소기업,부산
3194,주식회사 피앤피소프트,중소기업,경기
3195,주식회사 피에스디이,중소기업,경기
3196,주식회사 피엔아이컴퍼니,중소기업,제주
3197,주식회사 피코팩,중소기업,대전
3198,주식회사 하나애드아이엠씨,중소기업,서울
3199,주식회사 하다,중소기업,전북
3200,주식회사 하이로닉,중소기업,경기
3201,주식회사 하이브랩,중소기업,경기
3202,주식회사 하이푸드,중소기업,전북
3203,주식회사 한국건설방재연구원,중소기업,서울
3204,주식회사 한국직업개발원,중소기업,서울
3205,주식회사 한길외장,중소기업,서울
3206,주식회사 한빛코리아,중소기업,대전
3207,주식회사 한빛테크놀로지,중소기업,충북
3208,주식회사 한탑,중소기업,경기
3209,주식회사 해진이엔씨,중소기업,제주
3210,주식회사 현대화이어웍스,중소기업,경북
3211,주식회사 호산,중소기업,강원
3212,주식회사 홍당무,중소기업,경기
3213,주식회사 화인특장,중소기업,광주
3214,주식회사 효신테크,중소기업,인천
3215,주식회사 훔볼트,중소기업,강원
3216,주식회사 휴엔,중소기업,충남
3217,주식회사 휴플러스,중소기업,경기
3218,중경기술 주식회사,중소기업,경기
3219,진성네트웍스 주식회사,중소기업,충북
3220,참바다영어조합법인,중소기업,전북
3221,채움푸드,중소기업,충남
3222,첨단제어시스템 주식회사,중소기업,충북
3223,춘천LPG충전소,중소기업,강원
3224,케이에프앤에스 주식회사,중소기업,서울
3225,케이제이코,중소기업,충북
3226,켈리서비스 유한회사,중소기업,서울
3227,코스마일 코퍼레이션,중소기업,부산
3228,콜라보에어(주),중소기업,대전
3229,쿠도커뮤니케이션(주),중소기업,서울
3230,크린월드,중소기업,경기
3231,키넷 주식회사,중소기업,울산
3232,탐 솔루션,중소기업,서울
3233,(주)탑텍,중소기업,충남
3234,태백제어시스템,중소기업,강원
3235,태성네트웍스 주식회사,중소기업,충남
3236,태웅식품 주식회사,중소기업,충북
3237,티앤에스(주),중소기업,충남
3238,포인트씨엠,중소기업,서울
3239,하나로애드컴,중소기업,서울
3240,한국농식품분석연구소 주식회사,중소기업,전남
3241,한국다이이찌산쿄 주식회사,중소기업,서울
3242,한국물류시스템 주식회사,중소기업,충남
3243,한국승강기 주식회사,중소기업,경기
3244,한국아이엠에스헬스(주),중소기업,서울
3245,한국유씨비제약(주),중소기업,서울
3246,한국장애인편의증진협의회(주),중소기업,대전
3247,한국종합환경산업(주),중소기업,부산
3248,한울푸드,중소기업,경북
3249,한울환경(주),중소기업,충남
3250,한일원자력(주),중소기업,경기
3251,현진제업(주),중소기업,경기
3252,호스트센터(주),중소기업,서울
3253,효심 주식회사,중소기업,경기
3254,훼스텍(주),중소기업,서울
3255,휠러스 주식회사,중소기업,대전
3256,휴디스,중소기업,대전
3257,휴먼테크 주식회사,중소기업,충남
3258,(사)대한산업안전협회,공공기관,서울
3259,(사)한국콩가공식품협회,공공기관,서울
3260,(재)국제방송교류재단,공공기관,서울
3261,(재)부산광역시 도시재생지원센터,공공기관,부산
3262,(재)부천산업진흥재단,공공기관,경기
3263,(재)장애인기업종합지원센터,공공기관,서울
3264,(재)한국에너지재단,공공기관,서울
3265,(주)공영홈쇼핑,공공기관,서울
3266,경기도 수원월드컵경기장관리재단,공공기관,경기
3267,경북신용보증재단,공공기관,경북
3268,경북지방경찰청,공공기관,경북
3269,경제·인문사회연구회,공공기관,세종
3270,공군교육사령부,공공기관,경남
3271,공군군수사령부,공공기관,대구
3272,공군본부,공공기관,충남
3273,공군사관학교,공공기관,충북
3274,교육사령부,공공기관,대전
3275,구리도시공사,공공기관,경기
3276,국가과학기술인력개발원,공공기관,충북
3277,국군인쇄창,공공기관,충남
3278,국군재정관리단,공공기관,서울
3279,국립국제교육원,공공기관,경기
3280,대구경북과학기술원부설 한국뇌연구원,공공기관,대구
3281,대구경북연구원,공공기관,대구
3282,대한장애인체육회,공공기관,서울
3283,밀양시시설관리공단,공공기관,경남
3284,사단법인 한국발전교육원,공공기관,충남
3285,사회복지법인 함께하는마음재단,공공기관,대구
3286,서민금융진흥원,공공기관,서울
3287,서울교통공사,공공기관,서울
3288,서울에너지공사,공공기관,서울
3289,서울특별시 서울의료원,공공기관,서울
3290,성수종합사회복지관,공공기관,서울
3291,세종특별자치시시설관리공단,공공기관,세종
3292,수원시 지속가능 도시재단,공공기관,경기
3293,양평공사,공공기관,경기
3294,영양고추유통공사,공공기관,경북
3295,육군3사관학교,공공기관,경북
3296,육군군수사령부,공공기관,대전
3297,육군본부,공공기관,충남
3298,육군사관학교,공공기관,서울
3299,육군인사사령부,공공기관,충남
3300,육군제3808부대,공공기관,대전
3301,재단법인 광주영어방송,공공기관,광주
3302,재단법인 녹색에너지연구원,공공기관,전남
3303,재단법인 부천시여성청소년재단,공공기관,경기
3304,재단법인 서울관광재단,공공기관,서울
3305,재단법인 의정부시청소년육성재단,공공기관,경기
3306,재단법인 전라남도청소년미래재단,공공기관,전남
3307,재단법인 제주4.3평화재단,공공기관,제주
3308,재단법인 제주연구원,공공기관,제주
