"성별","직업대분류별","연령별","항목","단위","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"남자","전문가 및 관련 종사자","35~39세","연간특별급여액","원","8029923","7786549","7486606","6872267","7381352","9020523","8470860","10201000","8309000","9134000","9383000",
"남자","전문가 및 관련 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"남자","전문가 및 관련 종사자","40~44세","월임금총액","원","4564018.33333","4729917.58333","4811583.5","4853754.5","4963464.58333","5154716.41667","5583048.08333","5510000","5428000","5664000","5782000",
"남자","전문가 및 관련 종사자","40~44세","월급여액","원","3749505","3898270","4010317","4151394","4204720","4314225","4542432","4543000","4596000","4747000","4877000",
"남자","전문가 및 관련 종사자","40~44세","정액급여","원","3645686","3788284","3887018","4018045","4073956","4159834","4350776","4379000","4400000","4547000","4658000",
"남자","전문가 및 관련 종사자","40~44세","초과급여","원","103819","109986","123299","133349","130765","154390","191657","164000","197000","200000","219000",
"남자","전문가 및 관련 종사자","40~44세","연간특별급여액","원","9774160","9979771","9615198","8428326","9104935","10085897","12487393","11603000","9985000","11012000","10861000",
"남자","전문가 및 관련 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"남자","전문가 및 관련 종사자","45~49세","월임금총액","원","4707553.25","4896296.91667","5115678.83333","5141677.91667","5290983.66667","5531161.5","5890075.41667","5758000","5938000","6076000","6254000",
"남자","전문가 및 관련 종사자","45~49세","월급여액","원","3903454","4112484","4268940","4381361","4464278","4596996","4832414","4836000","5023000","5132000","5270000",
"남자","전문가 및 관련 종사자","45~49세","정액급여","원","3799715","4005684","4140676","4251734","4329466","4435952","4648919","4666000","4830000","4940000","5057000",
"남자","전문가 및 관련 종사자","45~49세","초과급여","원","103739","106800","128264","129627","134812","161043","183495","170000","193000","192000","213000",
"남자","전문가 및 관련 종사자","45~49세","연간특별급여액","원","9649191","9405755","10160866","9123803","9920468","11209986","12691937","11056000","10986000","11330000","11806000",
"남자","전문가 및 관련 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"남자","전문가 및 관련 종사자","50~54세","월임금총액","원","4842292.91667","4880445.66667","5171829.5","5112194.75","5292719.41667","5458799.91667","5728246.66667","5715000","6054000","6289000","6414000",
"남자","전문가 및 관련 종사자","50~54세","월급여액","원","4077544","4164918","4349582","4415531","4480351","4639149","4843689","4887000","5161000","5325000","5430000",
"남자","전문가 및 관련 종사자","50~54세","정액급여","원","3987724","4061321","4236382","4294781","4341637","4504708","4690646","4725000","4986000","5139000","5230000",
"남자","전문가 및 관련 종사자","50~54세","초과급여","원","89820","103597","113200","120751","138714","134441","153043","162000","175000","186000","200000",
"남자","전문가 및 관련 종사자","50~54세","연간특별급여액","원","9176987","8586332","9866970","8359965","9748421","9835811","10614692","9939000","10718000","11569000","11804000",
"남자","전문가 및 관련 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"남자","전문가 및 관련 종사자","55~59세","월임금총액","원","4679238","4733748","4891410","5115332.83333","5114770.91667","5095681.5","5201282.83333","5189000","5613000","5746000","5900000",
"남자","전문가 및 관련 종사자","55~59세","월급여액","원","4051055","4138957","4208199","4533355","4473560","4398436","4563804","4603000","4869000","4973000","5134000",
"남자","전문가 및 관련 종사자","55~59세","정액급여","원","3987916","4066908","4126503","4455554","4366351","4314211","4460295","4484000","4731000","4830000","4994000",
"남자","전문가 및 관련 종사자","55~59세","초과급여","원","63138","72049","81696","77801","107209","84225","103508","120000","139000","143000","140000",
"남자","전문가 및 관련 종사자","55~59세","연간특별급여액","원","7538196","7137492","8198532","6983734","7694531","8366946","7649746","7030000","8919000","9271000","9192000",
"남자","전문가 및 관련 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"남자","전문가 및 관련 종사자","60세이상","월임금총액","원","3491290.41667","3683411.25","3563364.08333","3921916.41667","3852963.41667","3783786","3802255","3909000","4353000","4213000","4410000",
"남자","전문가 및 관련 종사자","60세이상","월급여액","원","3111514","3334018","3264910","3608655","3548650","3432738","3501571","3640000","4047000","3893000","4080000",
"남자","전문가 및 관련 종사자","60세이상","정액급여","원","3082475","3297583","3229971","3568340","3513634","3386689","3440790","3579000","3980000","3836000","4025000",
"남자","전문가 및 관련 종사자","60세이상","초과급여","원","29039","36434","34939","40315","35016","46049","60780","61000","68000","57000","55000",
"남자","전문가 및 관련 종사자","60세이상","연간특별급여액","원","4557317","4192719","3581449","3759137","3651761","4212576","3608208","3228000","3667000","3836000","3958000",
"남자","전문가 및 관련 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","계","월임금총액","원","3457410.16667","3508360.25","3725658.83333","3882259.58333","4009268.16667","4227855.91667","4296724","4371000","4416000","4638000","4833000",
"남자","사무 종사자","계","월급여액","원","2822515","2887771","3046086","3246376","3346320","3497789","3609300","3688000","3770000","3961000","4127000",
"남자","사무 종사자","계","정액급여","원","2718272","2770513","2908668","3109431","3197273","3332714","3437434","3531000","3597000","3780000","3942000",
"남자","사무 종사자","계","초과급여","원","104243","117257","137418","136945","149047","165075","171865","157000","173000","181000","185000",
"남자","사무 종사자","계","연간특별급여액","원","7618742","7447071","8154874","7630603","7955378","8760803","8249088","8201000","7748000","8126000","8476000",
"남자","사무 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","19세이하","월임금총액","원","1195915","1296122.91667","1528575.75","1305844.58333","1303095.75","1725370","1627305.83333","1672000","1704000","1971000","2236000",
"남자","사무 종사자","19세이하","월급여액","원","1174208","1277607","1481317","1291655","1284685","1645775","1589743","1620000","1668000","1896000","2209000",
"남자","사무 종사자","19세이하","정액급여","원","1070876","1129738","1366736","1248918","1195857","1517338","1479613","1521000","1525000","1791000","2119000",
"남자","사무 종사자","19세이하","초과급여","원","103333","147869","114581","42737","88828","128437","110130","99000","143000","105000","90000",
"남자","사무 종사자","19세이하","연간특별급여액","원","260484","222191","567105","170275","220929","955140","450754","625000","433000","895000","321000",
"남자","사무 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","20~24세","월임금총액","원","1498902.25","1496155.75","1786872.41667","1727560.08333","1787540.83333","1840319.5","1854467.16667","1901000","1981000","2159000","2287000",
"남자","사무 종사자","20~24세","월급여액","원","1411276","1442033","1691492","1658788","1694344","1725202","1778827","1834000","1908000","2079000","2183000",
"남자","사무 종사자","20~24세","정액급여","원","1311528","1342817","1575774","1529495","1563548","1580960","1644704","1714000","1775000","1948000","2041000",
"남자","사무 종사자","20~24세","초과급여","원","99749","99215","115718","129293","130796","144241","134123","120000","133000","131000","142000",
"남자","사무 종사자","20~24세","연간특별급여액","원","1051515","649473","1144565","825265","1118362","1381410","907682","802000","873000","959000","1247000",
"남자","사무 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","25~29세","월임금총액","원","2182914.58333","2195081.08333","2331951.83333","2445676.66667","2500181","2584563.91667","2607239","2627000","2687000","2857000","2974000",
"남자","사무 종사자","25~29세","월급여액","원","1854740","1921452","2034789","2131139","2182865","2251643","2300678","2344000","2404000","2546000","2674000",
"남자","사무 종사자","25~29세","정액급여","원","1760708","1815596","1910227","2012249","2049022","2104378","2150886","2210000","2253000","2394000","2519000",
"남자","사무 종사자","25~29세","초과급여","원","94032","105856","124562","118889","133843","147265","149792","134000","150000","152000","155000",
"남자","사무 종사자","25~29세","연간특별급여액","원","3938095","3283549","3565954","3774452","3807792","3995051","3678732","3391000","3401000","3730000","3596000",
"남자","사무 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","30~34세","월임금총액","원","2801642.58333","2899033.91667","3002195","3081512.75","3128168","3332941.33333","3288579.41667","3384000","3443000","3605000","3703000",
"남자","사무 종사자","30~34세","월급여액","원","2313105","2403211","2490987","2573026","2636074","2768867","2804653","2862000","2957000","3071000","3166000",
"남자","사무 종사자","30~34세","정액급여","원","2214784","2286777","2358075","2442000","2482848","2607332","2635508","2707000","2780000","2897000","2981000",
"남자","사무 종사자","30~34세","초과급여","원","98321","116434","132912","131026","153227","161535","169145","156000","178000","173000","185000",
"남자","사무 종사자","30~34세","연간특별급여액","원","5862451","5949875","6134496","6101841","5905128","6768892","5807117","6256000","5831000","6408000","6444000",
"남자","사무 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","35~39세","월임금총액","원","3493437","3585674.91667","3702312.25","3772039.66667","3845315.83333","4093352.5","4103269.25","4116000","4126000","4271000","4437000",
"남자","사무 종사자","35~39세","월급여액","원","2844720","2937248","3030114","3168733","3216420","3364150","3444185","3441000","3519000","3641000","3755000",
"남자","사무 종사자","35~39세","정액급여","원","2737923","2817376","2889086","3026670","3063603","3194563","3262384","3263000","3325000","3439000","3550000",
"남자","사무 종사자","35~39세","초과급여","원","106797","119873","141028","142063","152818","169587","181802","178000","194000","202000","205000",
"남자","사무 종사자","35~39세","연간특별급여액","원","7784604","7781123","8066379","7239680","7546750","8750430","7909011","8101000","7285000","7552000","8179000",
"남자","사무 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","40~44세","월임금총액","원","4109453.16667","4126065","4378126.08333","4468252.25","4580459.83333","4913411.25","4830615.08333","4783000","4815000","4994000","5215000",
"남자","사무 종사자","40~44세","월급여액","원","3292167","3315650","3504299","3681497","3770713","4000346","3997766","3990000","4081000","4219000","4376000",
"남자","사무 종사자","40~44세","정액급여","원","3170780","3185408","3360233","3534886","3616336","3815315","3807298","3818000","3888000","4014000","4155000",
"남자","사무 종사자","40~44세","초과급여","원","121388","130242","144066","146610","154376","185030","190468","172000","193000","204000","221000",
"남자","사무 종사자","40~44세","연간특별급여액","원","9807434","9724980","10485925","9441063","9716962","10956783","9994189","9512000","8808000","9309000","10072000",
"남자","사무 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","45~49세","월임금총액","원","4353665.58333","4352742.25","4711766.58333","4890303.16667","5021467.66667","5407133.25","5381750.41667","5470000","5529000","5717000","5834000",
"남자","사무 종사자","45~49세","월급여액","원","3472430","3496854","3736000","3979760","4070045","4336849","4393276","4485000","4589000","4751000","4853000",
"남자","사무 종사자","45~49세","정액급여","원","3352174","3361784","3578445","3819911","3897394","4144491","4200548","4310000","4403000","4547000","4648000",
"남자","사무 종사자","45~49세","초과급여","원","120257","135070","157555","159850","172651","192358","192728","175000","186000","204000","206000",
"남자","사무 종사자","45~49세","연간특별급여액","원","10574827","10270659","11709199","10926518","11417072","12843411","11861693","11819000","11271000","11595000","11773000",
"남자","사무 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","50~54세","월임금총액","원","4271073.83333","4292625.58333","4627398.58333","4865962.33333","5101619.33333","5357343.91667","5514278.41667","5565000","5743000","5976000","6197000",
"남자","사무 종사자","50~54세","월급여액","원","3439480","3494187","3705565","4029159","4187331","4396869","4516826","4604000","4791000","4976000","5193000",
"남자","사무 종사자","50~54세","정액급여","원","3330118","3369470","3547865","3873842","4021261","4221072","4328500","4438000","4612000","4775000","4992000",
"남자","사무 종사자","50~54세","초과급여","원","109362","124717","157700","155317","166070","175797","188326","166000","179000","201000","201000",
"남자","사무 종사자","50~54세","연간특별급여액","원","9979126","9581263","11062003","10041640","10971460","11525699","11969429","11530000","11432000","11999000","12050000",
"남자","사무 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","55~59세","월임금총액","원","3749166.16667","3601175.41667","3946402.08333","4323133.91667","4570337.5","4568935.5","4833128.25","5069000","5196000","5329000","5721000",
"남자","사무 종사자","55~59세","월급여액","원","3178803","3091801","3313128","3696238","3887782","3943942","4188315","4384000","4489000","4635000","4937000",
"남자","사무 종사자","55~59세","정액급여","원","3116800","3008362","3200326","3587585","3765741","3813945","4033749","4245000","4336000","4477000","4778000",
"남자","사무 종사자","55~59세","초과급여","원","62003","83438","112801","108652","122042","129997","154566","139000","154000","158000","159000",
"남자","사무 종사자","55~59세","연간특별급여액","원","6844358","6112493","7599289","7522751","8190666","7499922","7737759","8218000","8481000","8325000","9412000",
"남자","사무 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"남자","사무 종사자","60세이상","월임금총액","원","2789220.58333","2729988.66667","2756574.41667","3427357.83333","3440324.16667","3499441.08333","3779137.41667","3912000","3824000","4461000","4341000",
"남자","사무 종사자","60세이상","월급여액","원","2547275","2500819","2515807","3144539","3159185","3193996","3454217","3644000","3578000","4177000","4097000",
"남자","사무 종사자","60세이상","정액급여","원","2524529","2475699","2474198","3090749","3115597","3140055","3402708","3595000","3512000","4092000","4017000",
"남자","사무 종사자","60세이상","초과급여","원","22747","25120","41609","53789","43588","53941","51508","49000","66000","85000","80000",
"남자","사무 종사자","60세이상","연간특별급여액","원","2903347","2750036","2889209","3393826","3373670","3665341","3899045","3221000","2948000","3414000","2929000",
"남자","사무 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","계","월임금총액","원","2287916.33333","2252009.66667","2369980.83333","2484968.41667","2591068","2513624.5","2431513.66667","2425000","2582000","2664000","2783000",
"남자","서비스 종사자","계","월급여액","원","1989305","1991285","2069533","2173319","2280957","2280385","2229994","2244000","2379000","2468000","2596000",
"남자","서비스 종사자","계","정액급여","원","1809015","1815833","1846414","1937883","2005886","2030376","1984890","1998000","2152000","2240000","2363000",
"남자","서비스 종사자","계","초과급여","원","180291","175452","223119","235436","275071","250009","245104","246000","227000","228000","233000",
"남자","서비스 종사자","계","연간특별급여액","원","3583336","3128696","3605374","3739793","3721332","2798874","2418236","2170000","2440000","2349000","2241000",
"남자","서비스 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","19세이하","월임금총액","원","769176.91667","948989.16667","983810.41667","966156.16667","1079036.75","907890","882617.75","1024000","1313000","1016000","1455000",
"남자","서비스 종사자","19세이하","월급여액","원","768249","939634","983499","962148","1072492","906053","877765","1021000","1308000","1014000","1450000",
"남자","서비스 종사자","19세이하","정액급여","원","738373","903398","915031","910443","969833","847320","816232","913000","1228000","971000","1383000",
"남자","서비스 종사자","19세이하","초과급여","원","29876","36236","68468","51705","102659","58733","61533","107000","80000","43000","66000",
"남자","서비스 종사자","19세이하","연간특별급여액","원","11135","112262","3737","48098","78537","22044","58233","36000","58000","17000","60000",
"남자","서비스 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","20~24세","월임금총액","원","1369564.91667","1327520.08333","1508622.41667","1462132.66667","1461579.66667","1528880.16667","1524989.33333","1665000","1593000","1648000","1904000",
"남자","서비스 종사자","20~24세","월급여액","원","1335332","1300961","1444000","1413111","1433845","1496689","1499270","1641000","1578000","1631000","1879000",
"남자","서비스 종사자","20~24세","정액급여","원","1224109","1176686","1309926","1272672","1282522","1343217","1336147","1469000","1458000","1530000","1770000",
"남자","서비스 종사자","20~24세","초과급여","원","111222","124275","134075","140440","151322","153473","163123","172000","120000","101000","109000",
"남자","서비스 종사자","20~24세","연간특별급여액","원","410795","318709","775469","588260","332816","386294","308632","295000","182000","199000","299000",
"남자","서비스 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","25~29세","월임금총액","원","1803369.41667","1953615","2169170.5","2071115.58333","2033935.75","2194140.41667","2162276","2254000","2174000","2243000","2340000",
"남자","서비스 종사자","25~29세","월급여액","원","1652802","1806620","1856441","1861435","1861535","2060735","2031560","2160000","2097000","2151000","2263000",
"남자","서비스 종사자","25~29세","정액급여","원","1471169","1599839","1632429","1599967","1590940","1792611","1771235","1868000","1865000","1915000","2054000",
"남자","서비스 종사자","25~29세","초과급여","원","181632","206781","224012","261468","270595","268124","260324","292000","232000","236000","209000",
"남자","서비스 종사자","25~29세","연간특별급여액","원","1806809","1763940","3752754","2516167","2068809","1600865","1568592","1132000","925000","1100000","927000",
"남자","서비스 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","30~34세","월임금총액","원","2302661.58333","2313914.08333","2398737.75","2505564.16667","2498227.75","2771811.75","2608838.58333","2652000","2564000","2652000","2759000",
"남자","서비스 종사자","30~34세","월급여액","원","2008176","2040752","2062095","2158217","2187790","2531429","2368955","2448000","2403000","2481000","2582000",
"남자","서비스 종사자","30~34세","정액급여","원","1804427","1859889","1756049","1866001","1840297","2193864","2060407","2144000","2175000","2202000","2348000",
"남자","서비스 종사자","30~34세","초과급여","원","203750","180863","306046","292217","347493","337565","308548","304000","228000","279000","234000",
"남자","서비스 종사자","30~34세","연간특별급여액","원","3533827","3277945","4039713","4168166","3725253","2884593","2878603","2453000","1939000","2050000","2123000",
"남자","서비스 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","35~39세","월임금총액","원","2634440.16667","2568930.66667","2674498.25","2730281.08333","2601309.16667","3172478.83333","2820080.33333","2864000","2880000","3073000","3130000",
"남자","서비스 종사자","35~39세","월급여액","원","2258904","2216674","2293206","2345359","2295355","2800392","2558256","2624000","2655000","2822000","2904000",
"남자","서비스 종사자","35~39세","정액급여","원","2057869","2047421","2062306","2126665","2016916","2417959","2244282","2294000","2359000","2526000","2601000",
"남자","서비스 종사자","35~39세","초과급여","원","201036","169253","230900","218693","278438","382433","313975","330000","296000","297000","303000",
"남자","서비스 종사자","35~39세","연간특별급여액","원","4506434","4227080","4575507","4619065","3671450","4465042","3141892","2882000","2698000","3007000","2712000",
"남자","서비스 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","40~44세","월임금총액","원","2990854.33333","2574903.58333","2781232","2936357.41667","2713300.58333","3058252.33333","2969751.91667","2897000","3224000","3234000","3330000",
"남자","서비스 종사자","40~44세","월급여액","원","2484897","2211043","2398663","2509923","2405529","2698358","2660094","2638000","2877000","2958000","3054000",
"남자","서비스 종사자","40~44세","정액급여","원","2282798","2049558","2174685","2279222","2162174","2424122","2393954","2343000","2582000","2654000","2718000",
"남자","서비스 종사자","40~44세","초과급여","원","202099","161485","223978","230701","243355","274235","266141","296000","295000","305000","336000",
"남자","서비스 종사자","40~44세","연간특별급여액","원","6071488","4366327","4590828","5117213","3693259","4318732","3715895","3105000","4162000","3304000","3317000",
"남자","서비스 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","45~49세","월임금총액","원","3143806.66667","2927195.66667","2900228.66667","3058818.33333","3136940","2905750.5","2873519.5","2970000","3400000","3416000","3426000",
"남자","서비스 종사자","45~49세","월급여액","원","2597067","2462792","2499852","2601279","2752187","2513389","2569770","2625000","3016000","3054000","3108000",
"남자","서비스 종사자","45~49세","정액급여","원","2409441","2281363","2278631","2359120","2444166","2328430","2334873","2410000","2719000","2773000","2825000",
"남자","서비스 종사자","45~49세","초과급여","원","187627","181429","221221","242158","308021","184958","234897","216000","298000","281000","284000",
"남자","서비스 종사자","45~49세","연간특별급여액","원","6560876","5572844","4804520","5490472","4617036","4708338","3644994","4131000","4604000","4348000","3807000",
"남자","서비스 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","50~54세","월임금총액","원","2876282.08333","3065282.41667","2984952.16667","2965385.25","2993328","2823579.33333","2941963","2949000","3187000","3277000","3222000",
"남자","서비스 종사자","50~54세","월급여액","원","2345032","2568099","2638279","2573362","2663193","2520279","2632853","2580000","2756000","2971000","2937000",
"남자","서비스 종사자","50~54세","정액급여","원","2158085","2341890","2391677","2337653","2327347","2339096","2410105","2344000","2514000","2728000","2674000",
"남자","서비스 종사자","50~54세","초과급여","원","186948","226208","246603","235710","335846","181183","222748","236000","242000","243000","263000",
"남자","서비스 종사자","50~54세","연간특별급여액","원","6375001","5966201","4160078","4704279","3961620","3639604","3709320","4431000","5174000","3682000","3422000",
"남자","서비스 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","55~59세","월임금총액","원","2703336.83333","2601659.41667","2714596.33333","3133690.16667","4429723.83333","2674987.83333","2758619.08333","2640000","3105000","3482000","3323000",
"남자","서비스 종사자","55~59세","월급여액","원","2224826","2198310","2456995","2774636","3555478","2387559","2481296","2390000","2708000","3037000","2941000",
"남자","서비스 종사자","55~59세","정액급여","원","2005818","1965830","2201737","2482497","3226690","2202510","2265191","2200000","2495000","2815000","2701000",
"남자","서비스 종사자","55~59세","초과급여","원","219009","232479","255258","292139","328788","185049","216105","191000","214000","222000","240000",
"남자","서비스 종사자","55~59세","연간특별급여액","원","5742130","4840193","3091216","4308650","10490950","3449146","3327877","2993000","4763000","5340000","4584000",
"남자","서비스 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"남자","서비스 종사자","60세이상","월임금총액","원","1446565.75","1561532.58333","1204595.08333","1659449.58333","1523539.25","1468219.75","1592534","1431000","1770000","2120000","1917000",
"남자","서비스 종사자","60세이상","월급여액","원","1403271","1506064","1178477","1561930","1477058","1432642","1557123","1392000","1730000","2030000","1889000",
"남자","서비스 종사자","60세이상","정액급여","원","1373554","1462012","1154412","1515432","1411852","1359491","1442757","1335000","1641000","1931000","1791000",
"남자","서비스 종사자","60세이상","초과급여","원","29716","44052","24065","46498","65207","73151","114366","57000","88000","99000","98000",
"남자","서비스 종사자","60세이상","연간특별급여액","원","519537","665623","313417","1170235","557775","426933","424932","466000","489000","1080000","334000",
"남자","서비스 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","계","월임금총액","원","3003696.58333","3120950.5","3217880.75","3141673.75","3258926.75","3383862","3344253.91667","3474000","3618000","3844000","3868000",
"남자","판매 종사자","계","월급여액","원","2535468","2664951","2728068","2713789","2807798","2880626","2941786","3043000","3190000","3397000","3413000",
"남자","판매 종사자","계","정액급여","원","2460060","2590286","2637923","2622706","2692506","2749851","2825375","2925000","3050000","3238000","3271000",
"남자","판매 종사자","계","초과급여","원","75408","74664","90144","91083","115292","130775","116411","118000","139000","159000","143000",
"남자","판매 종사자","계","연간특별급여액","원","5618743","5471994","5877753","5134617","5413545","6038832","4829615","5176000","5138000","5358000","5454000",
"남자","판매 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","19세이하","월임금총액","원","1311116.91667","952038.91667","1099992.66667","489563.66667","1281889.58333","1410606.91667","1675858.58333","1211000","1443000","1825000","1506000",
"남자","판매 종사자","19세이하","월급여액","원","1176273","950243","1098589","489268","1271059","1381342","1668044","1160000","1442000","1816000","1504000",
"남자","판매 종사자","19세이하","정액급여","원","1145011","858372","1053009","469398","1166789","1271772","1637165","1117000","1342000","1742000","1444000",
"남자","판매 종사자","19세이하","초과급여","원","31262","91871","45580","19870","104271","109570","30879","42000","101000","74000","60000",
"남자","판매 종사자","19세이하","연간특별급여액","원","1618127","21551","16844","3548","129967","351179","93775","617000","1000","102000","24000",
"남자","판매 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","20~24세","월임금총액","원","1530115.58333","1384126.33333","1577069.91667","1562111.58333","1602945.08333","1614956.75","1757524.75","1659000","1537000","1966000","1951000",
"남자","판매 종사자","20~24세","월급여액","원","1489094","1350414","1536000","1504912","1570094","1558903","1691699","1611000","1524000","1931000","1904000",
"남자","판매 종사자","20~24세","정액급여","원","1414040","1304197","1453958","1384264","1435350","1427911","1587756","1536000","1436000","1846000","1811000",
"남자","판매 종사자","20~24세","초과급여","원","75054","46218","82042","120649","134744","130991","103943","75000","88000","85000","94000",
"남자","판매 종사자","20~24세","연간특별급여액","원","492259","404548","492839","686395","394213","672645","789909","577000","157000","425000","557000",
"남자","판매 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","25~29세","월임금총액","원","2149313.91667","2241338.83333","2225497.41667","2232664.5","2352887.75","2304904.66667","2343343.83333","2413000","2537000","2589000","2746000",
"남자","판매 종사자","25~29세","월급여액","원","1904837","2004369","2019335","2007340","2126542","2107291","2163273","2223000","2367000","2400000","2518000",
"남자","판매 종사자","25~29세","정액급여","원","1809442","1926145","1907733","1895382","1983670","1949927","2027679","2102000","2238000","2262000","2383000",
"남자","판매 종사자","25~29세","초과급여","원","95395","78224","111602","111958","142872","157364","135594","121000","130000","138000","135000",
"남자","판매 종사자","25~29세","연간특별급여액","원","2933723","2843638","2473949","2703894","2716149","2371364","2160850","2283000","2033000","2259000","2740000",
"남자","판매 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","30~34세","월임금총액","원","2696667.91667","2774718.25","2865344.08333","2739140.41667","2831824.5","2882810.58333","2916333.25","3003000","3134000","3309000","3353000",
"남자","판매 종사자","30~34세","월급여액","원","2286140","2395045","2473157","2394949","2487047","2517029","2616544","2684000","2812000","2970000","2972000",
"남자","판매 종사자","30~34세","정액급여","원","2198631","2322464","2369709","2295593","2353021","2372928","2494649","2565000","2699000","2810000","2838000",
"남자","판매 종사자","30~34세","초과급여","원","87508","72581","103448","99355","134026","144100","121895","119000","112000","160000","135000",
"남자","판매 종사자","30~34세","연간특별급여액","원","4926335","4556079","4706245","4130297","4137330","4389379","3597471","3832000","3863000","4071000","4565000",
"남자","판매 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","35~39세","월임금총액","원","3278920.91667","3365803.08333","3406201.91667","3349206.75","3350815.41667","3567949.66667","3472425.08333","3580000","3523000","3914000","3950000",
"남자","판매 종사자","35~39세","월급여액","원","2758261","2872761","2881759","2895276","2874447","3042067","3079510","3164000","3171000","3453000","3489000",
"남자","판매 종사자","35~39세","정액급여","원","2685025","2794261","2793737","2803705","2754462","2917803","2957463","3025000","3020000","3275000","3327000",
"남자","판매 종사자","35~39세","초과급여","원","73236","78499","88022","91571","119985","124264","122047","140000","151000","177000","161000",
"남자","판매 종사자","35~39세","연간특별급여액","원","6247919","5916505","6293315","5447169","5716421","6310592","4714981","4983000","4220000","5532000","5528000",
"남자","판매 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","40~44세","월임금총액","원","3721353.83333","3743816.33333","4076847.16667","3778976.08333","3890956.5","4102516.08333","3954417.16667","4132000","4329000","4411000","4312000",
"남자","판매 종사자","40~44세","월급여액","원","3056564","3108622","3310354","3208617","3292705","3400502","3438382","3564000","3797000","3888000","3822000",
"남자","판매 종사자","40~44세","정액급여","원","2996690","3035282","3220446","3120216","3180998","3277191","3318578","3443000","3638000","3721000","3665000",
"남자","판매 종사자","40~44세","초과급여","원","59874","73341","89908","88401","111707","123311","119805","122000","160000","167000","158000",
"남자","판매 종사자","40~44세","연간특별급여액","원","7977478","7622332","9197918","6844309","7179018","8424169","6192422","6812000","6387000","6273000","5874000",
"남자","판매 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"남자","판매 종사자","45~49세","월임금총액","원","3807803.66667","4075466.33333","4301308.16667","3946655.41667","4208409","4359458","4245186","4452000","4571000","4808000","4815000",
"남자","판매 종사자","45~49세","월급여액","원","3131333","3369300","3452314","3302508","3457968","3538614","3571487","3741000","3838000","4161000","4127000",
"남자","판매 종사자","45~49세","정액급여","원","3073799","3285185","3377379","3222086","3363139","3421887","3449401","3611000","3676000","3970000","3963000",
"남자","판매 종사자","45~49세","초과급여","원","57534","84116","74934","80421","94829","116727","122086","130000","162000","191000","164000",
"남자","판매 종사자","45~49세","연간특별급여액","원","8117648","8473996","10187930","7729769","9005292","9850128","8084388","8531000","8797000","7760000","8263000",
"남자","판매 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
