"남자","H.운수 및 창고업(49~52)",소계,3488,3086,4830,-
"남자","H.운수 및 창고업(49~52)",육상 운송 및 파이프라인 운송업,2956,2677,3351,-
"남자","H.운수 및 창고업(49~52)",수상 운송업,4713,4414,3594,-
"남자","H.운수 및 창고업(49~52)",항공 운송업,6367,4058,27712,-
"남자","H.운수 및 창고업(49~52)",창고 및 운송관련 서비스업,4194,3668,6303,-
"남자","I.숙박 및 음식점업(55~56)",소계,2606,2496,1325,-
"남자","I.숙박 및 음식점업(55~56)",숙박업,3067,2769,3566,-
"남자","I.숙박 및 음식점업(55~56)",음식점 및 주점업,2447,2401,550,-
"남자","J.정보통신업(58~63)",소계,4968,4436,6384,-
"남자","J.정보통신업(58~63)",출판업,4459,4173,3423,-
"남자","J.정보통신업(58~63)",영상ㆍ오디오 기록물 제작 및 배급업,3751,3611,1682,-
"남자","J.정보통신업(58~63)",방송업,5957,4805,13826,-
"남자","J.정보통신업(58~63)",우편 및 통신업,6619,5143,17714,-
"남자","J.정보통신업(58~63)",컴퓨터 프로그래밍 시스템 통합 및 관리업,5325,4742,6991,-
"남자","J.정보통신업(58~63)",정보서비스업,5113,4566,6571,-
"남자","K.금융 및 보험업(64~66)",소계,6970,5212,21087,-
"남자","K.금융 및 보험업(64~66)",금융업,6958,5179,21352,-
"남자","K.금융 및 보험업(64~66)",보험 및 연금업,6616,5206,16921,-
"남자","K.금융 및 보험업(64~66)",금융 및 보험관련 서비스업,7352,5306,24556,-
"남자","L.부동산업(68)",소계,3208,2949,3104,-
"남자","L.부동산업(68)",부동산업,3208,2949,3104,-
"남자","M.전문, 과학 및 기술 서비스업(70~73)",소계,5496,4667,9948,-
"남자","M.전문, 과학 및 기술 서비스업(70~73)",연구개발업,6737,5296,17291,-
"남자","M.전문, 과학 및 기술 서비스업(70~73)",전문 서비스업,5678,4854,9886,-
"남자","M.전문, 과학 및 기술 서비스업(70~73)",건축 기술 엔지니어링 및 기타 과학기술 서비스업,4311,3987,3889,-
"남자","M.전문, 과학 및 기술 서비스업(70~73)",기타 전문 과학 및 기술 서비스업,4028,3679,4188,-
"남자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",소계,3601,3261,4080,-
"남자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",사업시설 관리 및 조경 서비스업,3487,3186,3608,-
"남자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",사업 지원 서비스업,3659,3278,4577,-
"남자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",임대업; 부동산 제외,3648,3451,2355,-
"남자","P.교육 서비스업(85)",소계,4531,4144,4647,-
"남자","P.교육 서비스업(85)",교육 서비스업,4531,4144,4647,-
"남자","Q.보건업 및 사회복지 서비스업(86~87)",소계,4547,4245,3619,-
"남자","Q.보건업 및 사회복지 서비스업(86~87)",보건업,5603,5190,4957,-
"남자","Q.보건업 및 사회복지 서비스업(86~87)",사회복지 서비스업,2514,2427,1044,-
"남자","R.예술, 스포츠 및 여가관련 서비스업(90~91)",소계,3350,3099,3006,-
"남자","R.예술, 스포츠 및 여가관련 서비스업(90~91)",창작 예술 및 여가관련 서비스업,3623,3382,2889,-
"남자","R.예술, 스포츠 및 여가관련 서비스업(90~91)",스포츠 및 오락관련 서비스업,3277,3023,3038,-
"남자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",소계,3487,3138,4189,-
"남자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",협회 및 단체,3435,3113,3865,-
"남자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",개인 및 소비용품 수리업,3670,3240,5156,-
"남자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",기타 개인 서비스업,2959,2831,1544,-
